STATE,COUNTY,STATENAME,COUNTYNAME,POP_COU,AREA_COU,POP_URBAN,POPPCT_URBAN,AREA_URBAN,AREAPCT_URBAN,POPDEN_URBAN,POP_UA,POPPCT_UA,AREA_UA,AREAPCT_UA,POPDEN_UA,POP_UC,POPPCT_UC,AREA_UC,AREAPCT_UC,POPDEN_UC,POP_RURAL,POPPCT_RURAL,AREA_RURAL,AREAPCT_RURAL,POPDEN_RURAL
01,001,Alabama,Autauga,54571,1539582278,31650,58,50882539,3.3,1611,31650,58,50882539,3.3,1611,0,0,0,0,,22921,42,1488699739,96.7,39.9
01,003,Alabama,Baldwin,182265,4117521611,105205,57.72,275001368,6.68,990.8,63649,34.92,163619520,3.97,1007.5,41556,22.8,111381848,2.71,966.3,77060,42.28,3842520243,93.32,51.9
01,005,Alabama,Barbour,27457,2291818968,8844,32.21,17447656,0.76,1312.8,0,0,0,0,,8844,32.21,17447656,0.76,1312.8,18613,67.79,2274371312,99.24,21.2
01,007,Alabama,Bibb,22915,1612480789,7252,31.65,18903236,1.17,993.6,0,0,0,0,,7252,31.65,18903236,1.17,993.6,15663,68.35,1593577553,98.83,25.5
01,009,Alabama,Blount,57322,1669961855,5760,10.05,10874700,0.65,1371.8,386,0.67,1022979,0.06,977.3,5374,9.38,9851721,0.59,1412.8,51562,89.95,1659087155,99.35,80.5
01,011,Alabama,Bullock,10914,1613056905,5307,48.63,12675709,0.79,1084.4,0,0,0,0,,5307,48.63,12675709,0.79,1084.4,5607,51.37,1600381196,99.21,9.1
01,013,Alabama,Butler,20947,2011976894,6026,28.77,10503875,0.52,1485.9,0,0,0,0,,6026,28.77,10503875,0.52,1485.9,14921,71.23,2001473019,99.48,19.3
01,015,Alabama,Calhoun,118572,1569189995,78617,66.3,210145581,13.39,968.9,74951,63.21,202300415,12.89,959.6,3666,3.09,7845166,0.5,1210.3,39955,33.7,1359044414,86.61,76.1
01,017,Alabama,Chambers,34215,1545009282,17399,50.85,54790707,3.55,822.5,0,0,0,0,,17399,50.85,54790707,3.55,822.5,16816,49.15,1490218575,96.45,29.2
01,019,Alabama,Cherokee,25989,1434075952,3707,14.26,26419773,1.84,363.4,0,0,0,0,,3707,14.26,26419773,1.84,363.4,22282,85.74,1407656179,98.16,41
01,021,Alabama,Chilton,43643,1794483586,5785,13.26,17302027,0.96,866,0,0,0,0,,5785,13.26,17302027,0.96,866,37858,86.74,1777181559,99.04,55.2
01,023,Alabama,Choctaw,13859,2365954748,0,0,0,0,,0,0,0,0,,0,0,0,0,,13859,100,2365954748,100,15.2
01,025,Alabama,Clarke,25833,3207609488,6205,24.02,18272532,0.57,879.5,0,0,0,0,,6205,24.02,18272532,0.57,879.5,19628,75.98,3189336956,99.43,15.9
01,027,Alabama,Clay,13932,1564252280,0,0,0,0,,0,0,0,0,,0,0,0,0,,13932,100,1564252280,100,23.1
01,029,Alabama,Cleburne,14972,1450652767,0,0,0,0,,0,0,0,0,,0,0,0,0,,14972,100,1450652767,100,26.7
01,031,Alabama,Coffee,49948,1758528786,26375,52.8,55681252,3.17,1226.8,0,0,0,0,,26375,52.8,55681252,3.17,1226.8,23573,47.2,1702847534,96.83,35.9
01,033,Alabama,Colbert,54428,1534877333,30537,56.11,68632610,4.47,1152.4,30066,55.24,66916624,4.36,1163.7,471,0.87,1715986,0.11,710.9,23891,43.89,1466244723,95.53,42.2
01,035,Alabama,Conecuh,13228,2201894769,2520,19.05,5598797,0.25,1165.7,0,0,0,0,,2520,19.05,5598797,0.25,1165.7,10708,80.95,2196295972,99.75,12.6
01,037,Alabama,Coosa,11539,1685891075,0,0,0,0,,0,0,0,0,,0,0,0,0,,11539,100,1685891075,100,17.7
01,039,Alabama,Covington,37765,2668869505,11461,30.35,25954127,0.97,1143.7,0,0,0,0,,11461,30.35,25954127,0.97,1143.7,26304,69.65,2642915378,99.03,25.8
01,041,Alabama,Crenshaw,13906,1576888006,0,0,0,0,,0,0,0,0,,0,0,0,0,,13906,100,1576888006,100,22.8
01,043,Alabama,Cullman,80406,1903228333,21517,26.76,64151087,3.37,868.7,0,0,0,0,,21517,26.76,64151087,3.37,868.7,58889,73.24,1839077246,96.63,82.9
01,045,Alabama,Dale,50251,1453371157,24679,49.11,77407409,5.33,825.7,2561,5.1,6366864,0.44,1041.8,22118,44.02,71040545,4.89,806.4,25572,50.89,1375963748,94.67,48.1
01,047,Alabama,Dallas,43820,2534807386,23821,54.36,43710861,1.72,1411.5,0,0,0,0,,23821,54.36,43710861,1.72,1411.5,19999,45.64,2491096525,98.28,20.8
01,049,Alabama,DeKalb,71109,2012662359,7018,9.87,11203941,0.56,1622.3,0,0,0,0,,7018,9.87,11203941,0.56,1622.3,64091,90.13,2001458418,99.44,82.9
01,051,Alabama,Elmore,79303,1601867593,36330,45.81,86754838,5.42,1084.6,26957,33.99,66651739,4.16,1047.5,9373,11.82,20103099,1.25,1207.6,42973,54.19,1515112755,94.58,73.5
01,053,Alabama,Escambia,38319,2447746932,13982,36.49,29122491,1.19,1243.5,0,0,0,0,,13982,36.49,29122491,1.19,1243.5,24337,63.51,2418624441,98.81,26.1
01,055,Alabama,Etowah,104430,1385618994,65286,62.52,191658823,13.83,882.2,64141,61.42,186437216,13.46,891,1145,1.1,5221607,0.38,567.9,39144,37.48,1193960171,86.17,84.9
01,057,Alabama,Fayette,17241,1625631609,3408,19.77,7297500,0.45,1209.5,0,0,0,0,,3408,19.77,7297500,0.45,1209.5,13833,80.23,1618334109,99.55,22.1
01,059,Alabama,Franklin,31704,1641587713,9395,29.63,17976023,1.1,1353.6,0,0,0,0,,9395,29.63,17976023,1.1,1353.6,22309,70.37,1623611690,98.9,35.6
01,061,Alabama,Geneva,26790,1487710425,2775,10.36,6240511,0.42,1151.7,121,0.45,217078,0.01,1443.7,2654,9.91,6023433,0.4,1141.2,24015,89.64,1481469914,99.58,42
01,063,Alabama,Greene,9045,1676007032,0,0,0,0,,0,0,0,0,,0,0,0,0,,9045,100,1676007032,100,14
01,065,Alabama,Hale,15760,1667803914,1707,10.83,5633314,0.34,784.8,0,0,0,0,,1707,10.83,5633314,0.34,784.8,14053,89.17,1662170600,99.66,21.9
01,067,Alabama,Henry,17302,1454926258,2119,12.25,4233843,0.29,1296.3,0,0,0,0,,2119,12.25,4233843,0.29,1296.3,15183,87.75,1450692415,99.71,27.1
01,069,Alabama,Houston,101547,1501737720,67220,66.2,138945885,9.25,1253,66099,65.09,137162743,9.13,1248.1,1121,1.1,1783142,0.12,1628.2,34327,33.8,1362791835,90.75,65.2
01,071,Alabama,Jackson,53227,2791664869,12233,22.98,33806398,1.21,937.2,0,0,0,0,,12233,22.98,33806398,1.21,937.2,40994,77.02,2757858471,98.79,38.5
01,073,Alabama,Jefferson,658466,2878192209,593714,90.17,1039892789,36.13,1478.7,592559,89.99,1034826594,35.95,1483.1,1155,0.18,5066195,0.18,590.5,64752,9.83,1838299420,63.87,91.2
01,075,Alabama,Lamar,14564,1566544654,0,0,0,0,,0,0,0,0,,0,0,0,0,,14564,100,1566544654,100,24.1
01,077,Alabama,Lauderdale,92709,1729327931,47008,50.7,94030810,5.44,1294.8,47008,50.7,94030810,5.44,1294.8,0,0,0,0,,45701,49.3,1635297121,94.56,72.4
01,079,Alabama,Lawrence,34339,1788846568,2991,8.71,8703132,0.49,890.1,72,0.21,313309,0.02,595.2,2919,8.5,8389823,0.47,901.1,31348,91.29,1780143436,99.51,45.6
01,081,Alabama,Lee,140247,1573510728,101806,72.59,201418386,12.8,1309.1,101806,72.59,201394636,12.8,1309.3,0,0,23750,0,0,38441,27.41,1372092342,87.2,72.6
01,083,Alabama,Limestone,82782,1450228326,35092,42.39,100973677,6.96,900.1,10136,12.24,30973739,2.14,847.6,24956,30.15,69999938,4.83,923.4,47690,57.61,1349254649,93.04,91.5
01,085,Alabama,Lowndes,11299,1854199648,0,0,0,0,,0,0,0,0,,0,0,0,0,,11299,100,1854199648,100,15.8
01,087,Alabama,Macon,21452,1577005015,9536,44.45,25190749,1.6,980.4,0,0,0,0,,9536,44.45,25190749,1.6,980.4,11916,55.55,1551814266,98.4,19.9
01,089,Alabama,Madison,334811,2076116529,279763,83.56,522098224,25.15,1387.8,276556,82.6,512296233,24.68,1398.2,3207,0.96,9801991,0.47,847.4,55048,16.44,1554018305,74.85,91.7
01,091,Alabama,Marengo,21027,2530112461,6452,30.68,13114047,0.52,1274.3,0,0,0,0,,6452,30.68,13114047,0.52,1274.3,14575,69.32,2516998414,99.48,15
01,093,Alabama,Marion,30776,1922526826,3430,11.15,12227706,0.64,726.5,0,0,0,0,,3430,11.15,12227706,0.64,726.5,27346,88.85,1910299120,99.36,37.1
01,095,Alabama,Marshall,93019,1465522757,43469,46.73,108769838,7.42,1035.1,0,0,0,0,,43469,46.73,108769838,7.42,1035.1,49550,53.27,1356752919,92.58,94.6
01,097,Alabama,Mobile,412992,3184223082,330310,79.98,590558280,18.55,1448.6,326183,78.98,576933846,18.12,1464.3,4127,1,13624434,0.43,784.5,82682,20.02,2593664802,81.45,82.6
01,099,Alabama,Monroe,23068,2656485275,4834,20.96,13315557,0.5,940.3,0,0,0,0,,4834,20.96,13315557,0.5,940.3,18234,79.04,2643169718,99.5,17.9
01,101,Alabama,Montgomery,229363,2031190777,205300,89.51,280228541,13.8,1897.5,205300,89.51,280228541,13.8,1897.5,0,0,0,0,,24063,10.49,1750962236,86.2,35.6
01,103,Alabama,Morgan,119490,1500476319,73370,61.4,160312308,10.68,1185.4,70364,58.89,150651596,10.04,1209.7,3006,2.52,9660712,0.64,805.9,46120,38.6,1340164011,89.32,89.1
01,105,Alabama,Perry,10591,1863920409,0,0,0,0,,0,0,0,0,,0,0,0,0,,10591,100,1863920409,100,14.7
01,107,Alabama,Pickens,19746,2282837059,0,0,0,0,,0,0,0,0,,0,0,0,0,,19746,100,2282837059,100,22.4
01,109,Alabama,Pike,32899,1740715643,15897,48.32,31725876,1.82,1297.8,0,0,0,0,,15897,48.32,31725876,1.82,1297.8,17002,51.68,1708989767,98.18,25.8
01,111,Alabama,Randolph,22913,1503616599,4275,18.66,10969273,0.73,1009.4,0,0,0,0,,4275,18.66,10969273,0.73,1009.4,18638,81.34,1492647326,99.27,32.3
01,113,Alabama,Russell,52947,1660545751,34199,64.59,61518407,3.7,1439.8,34199,64.59,61518407,3.7,1439.8,0,0,0,0,,18748,35.41,1599027344,96.3,30.4
01,115,Alabama,St. Clair,83593,1636619393,22740,27.2,62603698,3.83,940.8,8869,10.61,17096386,1.04,1343.6,13871,16.59,45507312,2.78,789.4,60853,72.8,1574015695,96.17,100.1
01,117,Alabama,Shelby,195085,2032960300,150323,77.06,326461609,16.06,1192.6,147681,75.7,319478156,15.71,1197.2,2642,1.35,6983453,0.34,979.9,44762,22.94,1706498691,83.94,67.9
01,119,Alabama,Sumter,13763,2341057426,0,0,0,0,,0,0,0,0,,0,0,0,0,,13763,100,2341057426,100,15.2
01,121,Alabama,Talladega,82291,1908239516,36360,44.18,103730890,5.44,907.8,4876,5.93,22570163,1.18,559.5,31484,38.26,81160727,4.25,1004.7,45931,55.82,1804508626,94.56,65.9
01,123,Alabama,Tallapoosa,41616,1855780057,10726,25.77,27269584,1.47,1018.7,0,0,0,0,,10726,25.77,27269584,1.47,1018.7,30890,74.23,1828510473,98.53,43.8
01,125,Alabama,Tuscaloosa,194656,3423328940,145003,74.49,250348390,7.31,1500.1,139114,71.47,231842934,6.77,1554.1,5889,3.03,18505456,0.54,824.2,49653,25.51,3172980550,92.69,40.5
01,127,Alabama,Walker,67023,2049177420,17367,25.91,64388450,3.14,698.6,0,0,0,0,,17367,25.91,64388450,3.14,698.6,49656,74.09,1984788970,96.86,64.8
01,129,Alabama,Washington,17581,2797722307,0,0,0,0,,0,0,0,0,,0,0,0,0,,17581,100,2797722307,100,16.3
01,131,Alabama,Wilcox,11670,2301200113,0,0,0,0,,0,0,0,0,,0,0,0,0,,11670,100,2301200113,100,13.1
01,133,Alabama,Winston,24484,1587607882,3699,15.11,9286067,0.58,1031.7,0,0,0,0,,3699,15.11,9286067,0.58,1031.7,20785,84.89,1578321815,99.42,34.1
02,013,Alaska,Aleutians East,3141,18083148800,0,0,0,0,,0,0,0,0,,0,0,0,0,,3141,100,18083148800,100,0.4
02,016,Alaska,Aleutians West,5561,11370762625,0,0,0,0,,0,0,0,0,,0,0,0,0,,5561,100,11370762625,100,1.3
02,020,Alaska,Anchorage,291826,4415108963,279811,95.88,262370845,5.94,2762.1,251243,86.09,220101413,4.99,2956.4,28568,9.79,42269432,0.96,1750.5,12015,4.12,4152738118,94.06,7.5
02,050,Alaska,Bethel,17013,1.05076E+11,4434,26.06,6273366,0.01,1830.6,0,0,0,0,,4434,26.06,6273366,0.01,1830.6,12579,73.94,1.0507E+11,99.99,0.3
02,060,Alaska,Bristol Bay,997,1304947207,0,0,0,0,,0,0,0,0,,0,0,0,0,,997,100,1304947207,100,2
02,068,Alaska,Denali,1826,33026000538,0,0,0,0,,0,0,0,0,,0,0,0,0,,1826,100,33026000538,100,0.1
02,070,Alaska,Dillingham,4847,48092912615,0,0,0,0,,0,0,0,0,,0,0,0,0,,4847,100,48092912615,100,0.3
02,090,Alaska,Fairbanks North Star,97581,19005874393,67457,69.13,158900608,0.84,1099.5,64513,66.11,142765014,0.75,1170.4,2944,3.02,16135594,0.08,472.6,30124,30.87,18846973785,99.16,4.1
02,100,Alaska,Haines,2508,6005146534,0,0,0,0,,0,0,0,0,,0,0,0,0,,2508,100,6005146534,100,1.1
02,105,Alaska,Hoonah-Angoon,2150,19489439091,0,0,0,0,,0,0,0,0,,0,0,0,0,,2150,100,19489439091,100,0.3
02,110,Alaska,Juneau,31275,6997968643,24537,78.46,36324085,0.52,1749.5,0,0,0,0,,24537,78.46,36324085,0.52,1749.5,6738,21.54,6961644558,99.48,2.5
02,122,Alaska,Kenai Peninsula,55400,41634915224,11447,20.66,32451880,0.08,913.6,0,0,0,0,,11447,20.66,32451880,0.08,913.6,43953,79.34,41602463344,99.92,2.7
02,130,Alaska,Ketchikan Gateway,13477,12583232994,10352,76.81,15181639,0.12,1766.1,0,0,0,0,,10352,76.81,15181639,0.12,1766.1,3125,23.19,12568051355,99.88,0.6
02,150,Alaska,Kodiak Island,13592,16963331761,9335,68.68,8932388,0.05,2706.7,0,0,0,0,,9335,68.68,8932388,0.05,2706.7,4257,31.32,16954399373,99.95,0.7
02,164,Alaska,Lake and Peninsula,1631,61258419419,0,0,0,0,,0,0,0,0,,0,0,0,0,,1631,100,61258419419,100,0.1
02,170,Alaska,Matanuska-Susitna,88995,63734160198,44236,49.71,135587789,0.21,845,0,0,0,0,,44236,49.71,135587789,0.21,845,44759,50.29,63598572409,99.79,1.8
02,180,Alaska,Nome,9492,59470685832,3222,33.94,2692380,0,3099.5,0,0,0,0,,3222,33.94,2692380,0,3099.5,6270,66.06,59467993452,100,0.3
02,185,Alaska,North Slope,9430,2.2972E+11,3835,40.67,2059159,0,4823.6,0,0,0,0,,3835,40.67,2059159,0,4823.6,5595,59.33,2.29718E+11,100,0.1
02,188,Alaska,Northwest Arctic,7523,92132564828,3200,42.54,2430647,0,3409.8,0,0,0,0,,3200,42.54,2430647,0,3409.8,4323,57.46,92130134181,100,0.1
02,195,Alaska,Petersburg,3815,8500293927,0,0,0,0,,0,0,0,0,,0,0,0,0,,3815,100,8500293927,100,1.2
02,198,Alaska,Prince of Wales-Hyder,5559,10160193695,0,0,0,0,,0,0,0,0,,0,0,0,0,,5559,100,10160193695,100,1.4
02,220,Alaska,Sitka,8881,7434143788,7027,79.12,10499134,0.14,1733.5,0,0,0,0,,7027,79.12,10499134,0.14,1733.5,1854,20.88,7423644654,99.86,0.6
02,230,Alaska,Skagway,968,1171515798,0,0,0,0,,0,0,0,0,,0,0,0,0,,968,100,1171515798,100,2.1
02,240,Alaska,Southeast Fairbanks,7029,64150915284,0,0,0,0,,0,0,0,0,,0,0,0,0,,7029,100,64150915284,100,0.3
02,261,Alaska,Valdez-Cordova,9636,88680877051,0,0,0,0,,0,0,0,0,,0,0,0,0,,9636,100,88680877051,100,0.3
02,270,Alaska,Wade Hampton,7459,44240705695,0,0,0,0,,0,0,0,0,,0,0,0,0,,7459,100,44240705695,100,0.4
02,275,Alaska,Wrangell,2369,6582411037,0,0,0,0,,0,0,0,0,,0,0,0,0,,2369,100,6582411037,100,0.9
02,282,Alaska,Yakutat,662,19812002035,0,0,0,0,,0,0,0,0,,0,0,0,0,,662,100,19812002035,100,0.1
02,290,Alaska,Yukon-Koyukuk,5588,3.76856E+11,0,0,0,0,,0,0,0,0,,0,0,0,0,,5588,100,3.76856E+11,100,0
04,001,Arizona,Apache,71518,29001443825,18551,25.94,44457803,0.15,1080.7,0,0,0,0,,18551,25.94,44457803,0.15,1080.7,52967,74.06,28956986022,99.85,4.7
04,003,Arizona,Cochise,131346,15969063883,83666,63.7,112082073,0.7,1933.4,52745,40.16,78423935,0.49,1741.9,30921,23.54,33658138,0.21,2379.4,47680,36.3,15856981810,99.3,7.8
04,005,Arizona,Coconino,134421,48222689085,92124,68.53,123003032,0.26,1939.8,71957,53.53,90199563,0.19,2066.2,20167,15,32803469,0.07,1592.3,42297,31.47,48099686053,99.74,2.3
04,007,Arizona,Gila,53597,12322988718,31589,58.94,50348625,0.41,1625,0,0,0,0,,31589,58.94,50348625,0.41,1625,22008,41.06,12272640093,99.59,4.6
04,009,Arizona,Graham,37220,11972471194,19936,53.56,36102514,0.3,1430.2,0,0,0,0,,19936,53.56,36102514,0.3,1430.2,17284,46.44,11936368680,99.7,3.8
04,011,Arizona,Greenlee,8437,4773673819,4508,53.43,8714839,0.18,1339.7,0,0,0,0,,4508,53.43,8714839,0.18,1339.7,3929,46.57,4764958980,99.82,2.1
04,012,Arizona,La Paz,20489,11653984341,8948,43.67,15576728,0.13,1487.8,0,0,0,0,,8948,43.67,15576728,0.13,1487.8,11541,56.33,11638407613,99.87,2.6
04,013,Arizona,Maricopa,3817117,23828260196,3726888,97.64,3096695949,13,3117.1,3686117,96.57,3037852079,12.75,3142.7,40771,1.07,58843870,0.25,1794.5,90229,2.36,20731564247,87,11.3
04,015,Arizona,Mohave,200186,34475546921,154216,77.04,241681832,0.7,1652.7,53427,26.69,76512992,0.22,1808.5,100789,50.35,165168840,0.48,1580.5,45970,22.96,34233865089,99.3,3.5
04,017,Arizona,Navajo,107449,25771473007,49278,45.86,111542181,0.43,1144.2,0,0,0,0,,49278,45.86,111542181,0.43,1144.2,58171,54.14,25659930826,99.57,5.9
04,019,Arizona,Pima,980263,23794311939,906513,92.48,1025731295,4.31,2289,834443,85.12,901603487,3.79,2397.1,72070,7.35,124127808,0.52,1503.8,73750,7.52,22768580644,95.69,8.4
04,021,Arizona,Pinal,375770,13896869603,293459,78.1,310663553,2.24,2446.6,200094,53.25,230985606,1.66,2243.6,93365,24.85,79677947,0.57,3034.9,82311,21.9,13586206050,97.76,15.7
04,023,Arizona,Santa Cruz,47420,3203598541,34672,73.12,69145851,2.16,1298.7,0,0,0,0,,34672,73.12,69145851,2.16,1298.7,12748,26.88,3134452690,97.84,10.5
04,025,Arizona,Yavapai,211033,21039764981,140976,66.8,239491923,1.14,1524.6,84744,40.16,132047936,0.63,1662.2,56232,26.65,107443987,0.51,1355.5,70057,33.2,20800273058,98.86,8.7
04,027,Arizona,Yuma,195751,14281174361,175335,89.57,177983738,1.25,2551.4,134256,68.59,148991238,1.04,2333.8,41079,20.99,28992500,0.2,3669.7,20416,10.43,14103190623,98.75,3.7
05,001,Arkansas,Arkansas,19019,2560902522,12418,65.29,18982050,0.74,1694.4,0,0,0,0,,12418,65.29,18982050,0.74,1694.4,6601,34.71,2541920472,99.26,6.7
05,003,Arkansas,Ashley,21853,2396641905,10559,48.32,27855412,1.16,981.8,0,0,0,0,,10559,48.32,27855412,1.16,981.8,11294,51.68,2368786493,98.84,12.3
05,005,Arkansas,Baxter,41513,1435587546,14180,34.16,28546325,1.99,1286.5,0,0,0,0,,14180,34.16,28546325,1.99,1286.5,27333,65.84,1407041221,98.01,50.3
05,007,Arkansas,Benton,221339,2194644508,165650,74.84,328049832,14.95,1307.8,147000,66.41,293834120,13.39,1295.7,18650,8.43,34215712,1.56,1411.7,55689,25.16,1866594676,85.05,77.3
05,009,Arkansas,Boone,36903,1528692190,13950,37.8,29005242,1.9,1245.6,0,0,0,0,,13950,37.8,29005242,1.9,1245.6,22953,62.2,1499686948,98.1,39.6
05,011,Arkansas,Bradley,11508,1681500473,5801,50.41,15973659,0.95,940.6,0,0,0,0,,5801,50.41,15973659,0.95,940.6,5707,49.59,1665526814,99.05,8.9
05,013,Arkansas,Calhoun,5368,1628017155,0,0,0,0,,0,0,0,0,,0,0,0,0,,5368,100,1628017155,100,8.5
05,015,Arkansas,Carroll,27446,1631917381,7456,27.17,14982612,0.92,1288.9,0,0,0,0,,7456,27.17,14982612,0.92,1288.9,19990,72.83,1616934769,99.08,32
05,017,Arkansas,Chicot,11800,1668740125,5395,45.72,10104252,0.61,1382.9,0,0,0,0,,5395,45.72,10104252,0.61,1382.9,6405,54.28,1658635873,99.39,10
05,019,Arkansas,Clark,22995,2243121932,10491,45.62,15009214,0.67,1810.3,0,0,0,0,,10491,45.62,15009214,0.67,1810.3,12504,54.38,2228112718,99.33,14.5
05,021,Arkansas,Clay,16083,1656206452,6617,41.14,10626663,0.64,1612.7,0,0,0,0,,6617,41.14,10626663,0.64,1612.7,9466,58.86,1645579789,99.36,14.9
05,023,Arkansas,Cleburne,25970,1434055831,6357,24.48,12265956,0.86,1342.3,0,0,0,0,,6357,24.48,12265956,0.86,1342.3,19613,75.52,1421789875,99.14,35.7
05,025,Arkansas,Cleveland,8689,1548252069,0,0,0,0,,0,0,0,0,,0,0,0,0,,8689,100,1548252069,100,14.5
05,027,Arkansas,Columbia,24552,1984066985,10438,42.51,19442784,0.98,1390.5,0,0,0,0,,10438,42.51,19442784,0.98,1390.5,14114,57.49,1964624201,99.02,18.6
05,029,Arkansas,Conway,21273,1430319825,6272,29.48,14718143,1.03,1103.7,0,0,0,0,,6272,29.48,14718143,1.03,1103.7,15001,70.52,1415601682,98.97,27.4
05,031,Arkansas,Craighead,96443,1831656075,65419,67.83,121592147,6.64,1393.5,65419,67.83,121592147,6.64,1393.5,0,0,0,0,,31024,32.17,1710063928,93.36,47
05,033,Arkansas,Crawford,61948,1536106675,29759,48.04,50673993,3.3,1521,29759,48.04,50673993,3.3,1521,0,0,0,0,,32189,51.96,1485432682,96.7,56.1
05,035,Arkansas,Crittenden,50902,1579271661,40270,79.11,59349028,3.76,1757.4,40270,79.11,59349028,3.76,1757.4,0,0,0,0,,10632,20.89,1519922633,96.24,18.1
05,037,Arkansas,Cross,17870,1596418434,7722,43.21,12074937,0.76,1656.3,0,0,0,0,,7722,43.21,12074937,0.76,1656.3,10148,56.79,1584343497,99.24,16.6
05,039,Arkansas,Dallas,8116,1728522942,3844,47.36,10805277,0.63,921.4,0,0,0,0,,3844,47.36,10805277,0.63,921.4,4272,52.64,1717717665,99.37,6.4
05,041,Arkansas,Desha,13008,1989504302,8921,68.58,14843879,0.75,1556.6,0,0,0,0,,8921,68.58,14843879,0.75,1556.6,4087,31.42,1974660423,99.25,5.4
05,043,Arkansas,Drew,18509,2145431293,9512,51.39,25210216,1.18,977.2,0,0,0,0,,9512,51.39,25210216,1.18,977.2,8997,48.61,2120221077,98.82,11
05,045,Arkansas,Faulkner,113237,1678012685,69346,61.24,116063382,6.92,1547.5,65277,57.65,102818442,6.13,1644.3,4069,3.59,13244940,0.79,795.7,43891,38.76,1561949303,93.08,72.8
05,047,Arkansas,Franklin,18125,1576932379,3153,17.4,6650325,0.42,1227.9,0,0,0,0,,3153,17.4,6650325,0.42,1227.9,14972,82.6,1570282054,99.58,24.7
05,049,Arkansas,Fulton,12245,1601114128,867,7.08,1995728,0.12,1125.2,0,0,0,0,,867,7.08,1995728,0.12,1125.2,11378,92.92,1599118400,99.88,18.4
05,051,Arkansas,Garland,96024,1755444878,60588,63.1,139250975,7.93,1126.9,55103,57.38,116262049,6.62,1227.5,5485,5.71,22988926,1.31,618,35436,36.9,1616193903,92.07,56.8
05,053,Arkansas,Grant,17853,1636376859,4458,24.97,8951107,0.55,1289.9,0,0,0,0,,4458,24.97,8951107,0.55,1289.9,13395,75.03,1627425752,99.45,21.3
05,055,Arkansas,Greene,42090,1496233476,24620,58.49,51405819,3.44,1240.4,0,0,0,0,,24620,58.49,51405819,3.44,1240.4,17470,41.51,1444827657,96.56,31.3
05,057,Arkansas,Hempstead,22609,1884267810,10000,44.23,19231302,1.02,1346.8,0,0,0,0,,10000,44.23,19231302,1.02,1346.8,12609,55.77,1865036508,98.98,17.5
05,059,Arkansas,Hot Spring,32923,1593367055,11204,34.03,24701392,1.55,1174.8,18,0.05,88804,0.01,525,11186,33.98,24612588,1.54,1177.1,21719,65.97,1568665663,98.45,35.9
05,061,Arkansas,Howard,13789,1524346632,4479,32.48,8724740,0.57,1329.6,0,0,0,0,,4479,32.48,8724740,0.57,1329.6,9310,67.52,1515621892,99.43,15.9
05,063,Arkansas,Independence,36647,1978628920,11513,31.42,23838165,1.2,1250.9,0,0,0,0,,11513,31.42,23838165,1.2,1250.9,25134,68.58,1954790755,98.8,33.3
05,065,Arkansas,Izard,13696,1503686209,0,0,0,0,,0,0,0,0,,0,0,0,0,,13696,100,1503686209,100,23.6
05,067,Arkansas,Jackson,17997,1641892684,6288,34.94,11739620,0.72,1387.3,0,0,0,0,,6288,34.94,11739620,0.72,1387.3,11709,65.06,1630153064,99.28,18.6
05,069,Arkansas,Jefferson,77435,2255220650,53495,69.08,96299959,4.27,1438.7,53495,69.08,96299959,4.27,1438.7,0,0,0,0,,23940,30.92,2158920691,95.73,28.7
05,071,Arkansas,Johnson,25540,1708883157,7313,28.63,17439018,1.02,1086.1,0,0,0,0,,7313,28.63,17439018,1.02,1086.1,18227,71.37,1691444139,98.98,27.9
05,073,Arkansas,Lafayette,7645,1368208312,0,0,0,0,,0,0,0,0,,0,0,0,0,,7645,100,1368208312,100,14.5
05,075,Arkansas,Lawrence,17415,1521913098,6346,36.44,9594440,0.63,1713.1,0,0,0,0,,6346,36.44,9594440,0.63,1713.1,11069,63.56,1512318658,99.37,19
05,077,Arkansas,Lee,10424,1560780566,3804,36.49,5530474,0.35,1781.5,0,0,0,0,,3804,36.49,5530474,0.35,1781.5,6620,63.51,1555250092,99.65,11
05,079,Arkansas,Lincoln,14134,1454321132,0,0,0,0,,0,0,0,0,,0,0,0,0,,14134,100,1454321132,100,25.2
05,081,Arkansas,Little River,13171,1378529805,4146,31.48,9263737,0.67,1159.2,0,0,0,0,,4146,31.48,9263737,0.67,1159.2,9025,68.52,1369266068,99.33,17.1
05,083,Arkansas,Logan,22353,1834034439,6478,28.98,11941283,0.65,1405,0,0,0,0,,6478,28.98,11941283,0.65,1405,15875,71.02,1822093156,99.35,22.6
05,085,Arkansas,Lonoke,68356,1996176993,37724,55.19,76423852,3.83,1278.5,30904,45.21,67937957,3.4,1178.1,6820,9.98,8485895,0.43,2081.5,30632,44.81,1919753141,96.17,41.3
05,087,Arkansas,Madison,15717,2160711386,0,0,0,0,,0,0,0,0,,0,0,0,0,,15717,100,2160711386,100,18.8
05,089,Arkansas,Marion,16653,1546245256,0,0,0,0,,0,0,0,0,,0,0,0,0,,16653,100,1546245256,100,27.9
05,091,Arkansas,Miller,43462,1620239736,26072,59.99,52195545,3.22,1293.7,26072,59.99,52195545,3.22,1293.7,0,0,0,0,,17390,40.01,1568044191,96.78,28.7
05,093,Arkansas,Mississippi,46480,2332475973,29623,63.73,38442429,1.65,1995.8,0,0,0,0,,29623,63.73,38442429,1.65,1995.8,16857,36.27,2294033544,98.35,19
